task_name,from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,model_path,drop_neighborhood,drop_description,cpt_path,task_name,train_path,valid_path,test_path,index_path,inference_entities_path,exact_match,exact_match_entity,Hits@1,Hits@3,Hits@5,Hits@10,Hits@1_pipeline,Hits@3_pipeline,Hits@5_pipeline,Hits@10_pipeline
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,64,1.0,linear,512,./runs/t5-base/ilpc-large/lr5e-06_linear_adamw_wd1e-02_512-512_bs128_iters20000_baseline_pretrained_2sep_enum/run_1,True,False,,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,./faiss/entities_description.index,/home/chepurova/knowledge-graphs-language-models/faiss/large_verbalized_inference_entities_and_descriptions.json,0.1325608789920807,6.863707542419434,0.11601531505584717,0.15170855820178986,0.17596229910850525,0.20380008220672607,0.11601531505584717,0.15170855820178986,0.17596229910850525,0.20380008220672607
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,/home/bulatov/bulatov/KGLM/runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc_eval/run_1/,True,True,/home/bulatov/bulatov/KGLM/runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,/home/bulatov/bulatov/KGLM/faiss/entities.index,/home/chepurova/knowledge-graphs-language-models/faiss/large_verbalized_inference_entities.json,8.027297973632812,8.027297973632812,0.1081598550081253,0.1297132819890976,0.17173998057842255,0.20723684132099152,0.10271013528108597,0.11753731220960617,0.1512666940689087,0.17561861872673035
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,/home/bulatov/bulatov/KGLM/runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc_eval/run_1/,True,True,/home/bulatov/bulatov/KGLM/runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,/home/bulatov/bulatov/KGLM/faiss/entities.index,/home/chepurova/knowledge-graphs-language-models/faiss/large_verbalized_inference_entities.json,3.964043617248535,3.964043617248535,,,,,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,/home/bulatov/bulatov/KGLM/runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_eval/run_1/,False,False,/home/bulatov/bulatov/KGLM/runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,/home/bulatov/bulatov/KGLM/faiss/entities_description.index,/home/chepurova/knowledge-graphs-language-models/faiss/large_verbalized_inference_entities_and_descriptions.json,0.6775333881378174,8.007658958435059,0.12033581733703613,0.16295169293880463,0.1875,0.21671248972415924,0.12033581733703613,0.16295169293880463,0.1875,0.21671248972415924
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc_eval2/run_1,True,True,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,8.026329040527344,8.026329040527344,,,,,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,/home/bulatov/bulatov/KGLM/runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_eval/run_1/,True,False,/home/bulatov/bulatov/KGLM/runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,/home/bulatov/bulatov/KGLM/faiss/entities_description.index,/home/chepurova/knowledge-graphs-language-models/faiss/large_verbalized_inference_entities_and_descriptions.json,0.137470543384552,7.020816802978516,0.111007459461689,0.14670071005821228,0.16938334703445435,0.20708955824375153,0.111007459461689,0.14670071005821228,0.16938334703445435,0.20708955824375153
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,16,1.0,linear,512,./runs/t5-base/ilpc-large/lr5e-06_linear_adamw_wd1e-02_512-512_bs128_iters20000_pretrained_2sep_enum/run_1,False,False,,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,./faiss/entities_description.index,/home/chepurova/knowledge-graphs-language-models/faiss/large_verbalized_inference_entities_and_descriptions.json,0.6529850959777832,8.096033096313477,0.12136685103178024,0.16196975111961365,0.1849469691514969,0.21607422828674316,0.12136685103178024,0.16196975111961365,0.1849469691514969,0.21607422828674316
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,1e-06,64,1.0,constant_with_warmup,512,./runs/t5-base/ilpc-large/lr1e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum/run_1,True,False,,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,,,,,,,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,1e-06,64,1.0,constant_with_warmup,512,./runs/t5-base/ilpc-large/lr1e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum/run_1,True,False,,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,0.14736221730709076,7.314077854156494,,,,,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,64,1.0,linear,512,./runs/t5-base/ilpc-large/lr5e-06_linear_adamw_wd1e-02_512-512_bs128_iters50000_baseline_pretrained_2sep_enum_nodesc/run_1,True,True,,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,8.581393241882324,8.581393241882324,0.10973572731018066,0.13631005585193634,0.16799291968345642,0.1983986645936966,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_nodesc_eval/run_1,False,False,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,0.0,8.900677680969238,,,,,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_nodesc_eval/run_1,False,False,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,8.900677680969238,8.900677680969238,0.11243736743927002,0.13856960833072662,0.17619608342647552,0.21023675799369812,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_nodesc_eval/run_1,False,False,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,0.0,8.900677680969238,0.04111405834555626,0.06518322229385376,0.07589153945446014,0.11307594180107117,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_nodesc_eval/run_1,False,False,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,0.0,8.900677680969238,,,,,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_nodesc_eval/run_1,False,False,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,0.0,8.900677680969238,0.04111405834555626,0.06518322229385376,0.07589153945446014,0.11307594180107117,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc_eval/run_1,True,True,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,0.0,8.026329040527344,,,,,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc_eval/run_1,True,True,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,0.0,8.026329040527344,0.032370567321777344,0.05496610701084137,0.0663129985332489,0.10384124517440796,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc_eval/run_1,True,True,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,8.026329040527344,8.026329040527344,0.10811474919319153,0.12967875599861145,0.17172610759735107,0.2071421593427658,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,/home/bulatov/bulatov/KGLM/runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_eval/run_1,False,False,/home/bulatov/bulatov/KGLM/runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,/home/bulatov/bulatov/KGLM/faiss/entities_description.index,,0.6778662204742432,8.006680488586426,0.12034580856561661,0.16298261284828186,0.18749386072158813,0.21672070026397705,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,/home/bulatov/bulatov/KGLM/runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum_eval/run_1,False,False,/home/bulatov/bulatov/KGLM/runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_pretrained_2sep_enum/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,/home/bulatov/bulatov/KGLM/faiss/entities_description.index,,0.6778662204742432,8.006680488586426,0.12034580856561661,0.16298261284828186,0.18749386072158813,0.21672070026397705,,,,
ilpc-large,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum_eval/run_1,True,False,./runs/t5-base/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters150000_baseline_pretrained_2sep_enum/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,0.13753807544708252,7.01935338973999,0.11101286858320236,0.1466745287179947,0.16936831176280975,0.20704391598701477,,,,
ilpc-large,t5-small,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-small/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters250000_pretrained_2sep_enum_eval/run_1,False,False,./runs/t5-small/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters250000_pretrained_2sep_enum/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,0.314372718334198,7.932999134063721,0.10222025960683823,0.13989587128162384,0.15723548829555511,0.19309362769126892,,,,
ilpc-large,t5-small,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-small/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters250000_baseline_pretrained_2sep_enum_nodesc_eval/run_1,True,True,./runs/t5-small/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters250000_baseline_pretrained_2sep_enum_nodesc/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,7.56459379196167,7.56459379196167,0.11297769844532013,0.13832400739192963,0.16529127955436707,0.19820217788219452,,,,
ilpc-large,t5-small,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/test/t5-small/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters250000_baseline_pretrained_2sep_enum_eval/run_1,True,False,./runs/t5-small/ilpc-large/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters250000_baseline_pretrained_2sep_enum/run_1,ilpc-large,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_train.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/large_2sep_enum/large_test.csv,,,0.04420866444706917,7.2011003494262695,0.10605167597532272,0.15271638333797455,0.1725611537694931,0.19682680070400238,,,,
ilpc-small,t5-small,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,/home/bulatov/bulatov/KGLM/runs/t5-small/ilpc-small/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters100000_baseline_pretrained_2sep_enum_nodesc_eval/run_1/,True,True,/home/bulatov/bulatov/KGLM/runs/t5-small/ilpc-small/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters100000_baseline_pretrained_2sep_enum_nodesc/run_1,ilpc-small,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_train.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_test.csv,/home/bulatov/bulatov/KGLM/faiss/entities_small.index,/home/chepurova/knowledge-graphs-language-models/faiss/small_verbalized_inference_entities.json,4.92763614654541,4.92763614654541,0.07339765876531601,0.11681599169969559,0.13473466038703918,0.1766023486852646,0.07081323117017746,0.09545141458511353,0.10975189507007599,0.14472776651382446
ilpc-small,t5-small,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,/home/bulatov/bulatov/KGLM/runs/t5-small/ilpc-small/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters100000_pretrained_2sep_enum_nodesc_eval/run_1/,False,True,/home/bulatov/bulatov/KGLM/runs/t5-small/ilpc-small/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters100000_pretrained_2sep_enum_nodesc/run_1/,ilpc-small,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_train.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_test.csv,/home/bulatov/bulatov/KGLM/faiss/entities_small.index,/home/chepurova/knowledge-graphs-language-models/faiss/small_verbalized_inference_entities.json,4.359062671661377,4.359062671661377,0.07615437358617783,0.13662990927696228,0.1619572639465332,0.20864920318126678,0.07408683747053146,0.1257753223180771,0.1445554792881012,0.18349413573741913
ilpc-small,t5-small,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,64,1.0,constant_with_warmup,512,./runs/t5-small/ilpc-small/lr5e-06_constant_with_warmup_adamw_wd1e-02_512-512_bs128_iters100000_pretrained_2sep_enum_nodesc/run_1,False,True,,ilpc-small,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_train.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_test.csv,./faiss/entities_small.index,,,,,,,,,,,
ilpc-small,t5-small,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/t5-small/ilpc-small/lr5e-06_linear_adamw_wd1e-02_512-512_bs128_iters100000_baseline_pretrained_2sep_enum/run_1,True,False,,ilpc-small,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_train.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_test.csv,./faiss/entities_description_small.index,,,,,,,,,,,
ilpc-small,t5-small,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/t5-small/ilpc-small/lr5e-06_linear_adamw_wd1e-02_512-512_bs128_iters100000_baseline_pretrained_2sep_enum/run_1,True,False,,ilpc-small,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_train.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_test.csv,./faiss/entities_description_small.index,,,,,,,,,,,
ilpc-small,t5-small,,transformers:T5ForConditionalGeneration,encoder-decoder,5e-06,128,1.0,linear,512,./runs/t5-small/ilpc-small/lr5e-06_linear_adamw_wd1e-02_512-512_bs128_iters30000_baseline_pretrained_2sep_enum_nodesc/run_1,True,True,,ilpc-small,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_train.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_valid.csv,/home/bulatov/bulatov/datasets/ilpc22/small_2sep_enum/small_test.csv,./faiss/entities_small.index,/home/chepurova/knowledge-graphs-language-models/faiss/small_verbalized_inference_entities.json,3.445899486541748,3.445899486541748,0.07305306941270828,0.1342177838087082,0.1595451384782791,0.20727084577083588,0.07098552584648132,0.12818746268749237,0.15041351318359375,0.19417643547058105
